#SampleID	BarcodeSequence	LinkerPrimerSequence	lowry_sample_ID	orig_lowry_sample_id	sampling_date	reactor	noodle	quarter	1-4-Dioxane_sed_tank_ug_per_L	1-4-Dioxane_sed_tank_sampling_date	Tetrahydrofuran_sed_tank_ug_per_L	Tetrahydrofuran_sed_tank_sampling_date	total_N_sed_tank_ug_per_L	total_N_sed_tank_sampling_date	1-2-Dichloroethane_sed_tank_ug_per_L	1-2-Dichloroethane_sed_tank_sampling_date
CM266			04-19-19_R3_N005_B	04-19-19:R3:N005:B	2019-04-19	R3	2019-04-19_R3_N005	B	33000.0	2019-04-16	31000.0	2019-04-16	21.0	2019-04-16	100.0	2019-04-16
CM267			04-19-19_R3_N005_C	04-19-19:R3:N005:C	2019-04-19	R3	2019-04-19_R3_N005	C	33000.0	2019-04-16	31000.0	2019-04-16	21.0	2019-04-16	100.0	2019-04-16
CM268			04-19-19_R3_N005_D	04-19-19:R3:N005:D	2019-04-19	R3	2019-04-19_R3_N005	D	33000.0	2019-04-16	31000.0	2019-04-16	21.0	2019-04-16	100.0	2019-04-16
CM269			04-19-19_R3_N006_A	04-19-19:R3:N006:A	2019-04-19	R3	2019-04-19_R3_N006	A	33000.0	2019-04-16	31000.0	2019-04-16	21.0	2019-04-16	100.0	2019-04-16
CM270			04-19-19_R3_N006_B	04-19-19:R3:N006:B	2019-04-19	R3	2019-04-19_R3_N006	B	33000.0	2019-04-16	31000.0	2019-04-16	21.0	2019-04-16	100.0	2019-04-16
CM271			04-19-19_R3_N006_C	04-19-19:R3:N006:C	2019-04-19	R3	2019-04-19_R3_N006	C	33000.0	2019-04-16	31000.0	2019-04-16	21.0	2019-04-16	100.0	2019-04-16
CM272			04-19-19_R3_N006_D	04-19-19:R3:N006:D	2019-04-19	R3	2019-04-19_R3_N006	D	33000.0	2019-04-16	31000.0	2019-04-16	21.0	2019-04-16	100.0	2019-04-16
CM273			11-14-19_R1_N001_C	11-14-19:R1:N001:C	2019-11-14	R1	2019-11-14_R1_N001	C	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM274			11-14-19_R1_N001_D	11-14-19:R1:N001:D	2019-11-14	R1	2019-11-14_R1_N001	D	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM275			11-14-19_R1_N002_C	11-14-19:R1:N002:C	2019-11-14	R1	2019-11-14_R1_N002	C	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM276			11-14-19_R1_N002_D	11-14-19:R1:N002:D	2019-11-14	R1	2019-11-14_R1_N002	D	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM277			11-14-19_R1_N003_C	11-14-19:R1:N003:C	2019-11-14	R1	2019-11-14_R1_N003	C	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM278			11-14-19_R1_N003_D	11-14-19:R1:N003:D	2019-11-14	R1	2019-11-14_R1_N003	D	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM279			11-14-19_R1_N004_C	11-14-19:R1:N004:C	2019-11-14	R1	2019-11-14_R1_N004	C	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM280			11-14-19_R1_N004_D	11-14-19:R1:N004:D	2019-11-14	R1	2019-11-14_R1_N004	D	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM281			11-14-19_R1_N005_C	11-14-19:R1:N005:C	2019-11-14	R1	2019-11-14_R1_N005	C	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM282			11-14-19_R1_N005_D	11-14-19:R1:N005:D	2019-11-14	R1	2019-11-14_R1_N005	D	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM283			11-14-19_R1_N006_C	11-14-19:R1:N006:C	2019-11-14	R1	2019-11-14_R1_N006	C	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM284			11-14-19_R1_N006_D	11-14-19:R1:N006:D	2019-11-14	R1	2019-11-14_R1_N006	D	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM285			11-14-19_R2_N001_C	11-14-19:R2:N001:C	2019-11-14	R2	2019-11-14_R2_N001	C	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM286			11-14-19_R2_N001_D	11-14-19:R2:N001:D	2019-11-14	R2	2019-11-14_R2_N001	D	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM287			11-14-19_R2_N002_C	11-14-19:R2:N002:C	2019-11-14	R2	2019-11-14_R2_N002	C	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM288			11-14-19_R2_N002_D	11-14-19:R2:N002:D	2019-11-14	R2	2019-11-14_R2_N002	D	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM289			11-14-19_R2_N003_C	11-14-19:R2:N003:C	2019-11-14	R2	2019-11-14_R2_N003	C	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM290			11-14-19_R2_N003_D	11-14-19:R2:N003:D	2019-11-14	R2	2019-11-14_R2_N003	D	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM291			11-14-19_R2_N004_A	11-14-19:R2:N004:A	2019-11-14	R2	2019-11-14_R2_N004	A	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM292			11-14-19_R2_N004_B	11-14-19:R2:N004:B	2019-11-14	R2	2019-11-14_R2_N004	B	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM293			11-14-19_R2_N004_C	11-14-19:R2:N004:C	2019-11-14	R2	2019-11-14_R2_N004	C	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM294			11-14-19_R2_N004_D	11-14-19:R2:N004:D	2019-11-14	R2	2019-11-14_R2_N004	D	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM295			11-14-19_R2_N005_A	11-14-19:R2:N005:A	2019-11-14	R2	2019-11-14_R2_N005	A	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM296			11-14-19_R2_N005_B	11-14-19:R2:N005:B	2019-11-14	R2	2019-11-14_R2_N005	B	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM297			11-14-19_R2_N005_C	11-14-19:R2:N005:C	2019-11-14	R2	2019-11-14_R2_N005	C	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM298			11-14-19_R2_N005_D	11-14-19:R2:N005:D	2019-11-14	R2	2019-11-14_R2_N005	D	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM299			11-14-19_R2_N006_A	11-14-19:R2:N006:A	2019-11-14	R2	2019-11-14_R2_N006	A	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM300			11-14-19_R2_N006_B	11-14-19:R2:N006:B	2019-11-14	R2	2019-11-14_R2_N006	B	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM301			11-14-19_R2_N006_C	11-14-19:R2:N006:C	2019-11-14	R2	2019-11-14_R2_N006	C	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM302			11-14-19_R2_N006_D	11-14-19:R2:N006:D	2019-11-14	R2	2019-11-14_R2_N006	D	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM303			11-14-19_R3_N001_A	11-14-19:R3:N001:A	2019-11-14	R3	2019-11-14_R3_N001	A	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
CM304			11-14-19_R3_N001_B	11-14-19:R3:N001:B	2019-11-14	R3	2019-11-14_R3_N001	B	14000.0	2019-11-12	21000.0	2019-11-12	190.0	2019-11-12	4800.0	2019-11-12
